StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,H1,Timer_First Click,Timer_Last Click,Timer_Page Submit,Timer_Click Count,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,Q37,D1,D2,D3,D4,D5,D6,D7,Q43,group,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,Total,Easy,Medium,Hard,Very_Hard,Total_Pct,Easy_Pct,Medium_Pct,Hard_Pct,Very_Hard_Pct,Time_Lmt
28Mar2020 13:36:00,28Mar2020 13:44:00,IP Address,100,435,TRUE,28Mar2020 13:44:00,R_239x4LDw2h2TgFo,anonymous,EN,I promise not to search the internet for answer to this survey.,23.097,367.854,370.306,15,5,12ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Michigan,Bentley,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Moderately challenging,Master's degree,Male,A lot more stressed,Prefer not to say,"New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
28Mar2020 16:48:00,28Mar2020 17:01:00,IP Address,100,732,TRUE,28Mar2020 17:01:00,R_xDvhgyHx5IUWJfH,anonymous,EN,I promise not to search the internet for answer to this survey.,18.992,667.688,669.77,17,8,10ft,180 degrees,Mary Shelley,Kills,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Mercury,48,Uranium Dioxide,He said calmly that I shall shoot you if you don't be quiet.,720,Very challenging,Doctorate,Female,A lot more stressed,Prefer not to say,"Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",45 - 54,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 10:58:00,29Mar2020 11:05:00,IP Address,100,412,TRUE,29Mar2020 11:05:00,R_O7MmfaniAU4GEg1,anonymous,EN,I promise not to search the internet for answer to this survey.,5.215,303.636,304.976,15,7,13ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Florida,Toyota,60,Uranium Dioxide,He said calmly that I shall shoot you if you don't be quiet.,12,Very challenging,Master's degree,Female,A lot more stressed,Prefer not to say,"Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:04:00,29Mar2020 11:19:00,IP Address,100,888,TRUE,29Mar2020 11:19:00,R_s4FW32rImMJFTr3,anonymous,EN,I promise not to search the internet for answer to this survey.,26.781,830.154,831.431,68,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Toyota,60,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Master's degree,Male,About the same,"$50,000 - $74,999","Mountain - Montana, Idaho, Wyoming, Colorado, New Mexico, Arizona, Utah, Nevada","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:09:00,29Mar2020 11:21:00,IP Address,100,705,TRUE,29Mar2020 11:21:00,R_2QX8tDuPuZIjucl,anonymous,EN,I promise not to search the internet for answer to this survey.,5.494,646.791,647.888,39,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Toyota,48,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,Doctorate,Male,A little more stressed,"$75,000 - $99,999","Southern Atlantic - Delaware, Maryland, District of Columbia, Virginia, West Virginia, North Carolina, South Carolina, Georgia, Florida","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:08:00,29Mar2020 11:23:00,IP Address,100,879,TRUE,29Mar2020 11:23:00,R_ZIw0sPi7xji11gl,anonymous,EN,I promise not to search the internet for answer to this survey.,3.301,766.198,767.379,29,7,10ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Mercury,60,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Very challenging,4 year degree,Male,A little more stressed,"$75,000 - $99,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",45 - 54,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:14:00,29Mar2020 11:29:00,IP Address,100,954,TRUE,29Mar2020 11:29:00,R_31S2VkmET3NrxRb,anonymous,EN,I can't promise that.,3.483,180.744,182.865,15,7,13ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Mercury,48,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,720,Moderately challenging,4 year degree,Male,About the same,Prefer not to say,"Pacific - Washington, Oregon, California, Alaska, Hawaii","Employed, working full-time",45 - 54,"Yes, and I'm not sorry.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:26:00,29Mar2020 11:33:00,IP Address,100,380,TRUE,29Mar2020 11:33:00,R_2SwAUsex3F0VUji,anonymous,EN,I promise not to search the internet for answer to this survey.,5.99,317.128,319.708,40,7,12ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Florida,Toyota,64,Uranium Dioxide,He said calmly that I shall shoot you if you don't be quiet.,12,Very challenging,4 year degree,Female,A little more stressed,"$150,000 - $199,000","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:40:00,29Mar2020 12:00:00,IP Address,100,1221,TRUE,29Mar2020 12:00:00,R_cMvZmbuV78xFlp7,anonymous,EN,I promise not to search the internet for answer to this survey.,3.755,1066.678,1069.735,46,7,12ft,180 degrees,Maurice Sendak,Kills,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Michigan,Acura,48,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,Master's degree,Female,A lot more stressed,"$150,000 - $199,000","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working part-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 11:46:00,29Mar2020 12:01:00,IP Address,100,872,TRUE,29Mar2020 12:01:00,R_BY8SjU2NNeBwbJf,anonymous,EN,I promise not to search the internet for answer to this survey.,5.482,820.828,822.183,16,7,12ft,180 degrees,Charles Dickens,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Toyota,60,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Very challenging,4 year degree,Female,About the same,"$150,000 - $199,000","Pacific - Washington, Oregon, California, Alaska, Hawaii","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 13:07:00,29Mar2020 13:14:00,IP Address,100,413,TRUE,29Mar2020 13:14:00,R_1QFN9GFqgG5h6xB,anonymous,EN,I promise not to search the internet for answer to this survey.,12.875,353.603,355.319,15,7,12ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Toyota,64,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Very challenging,Master's degree,Female,A little more stressed,"$200,000 +","Southern Atlantic - Delaware, Maryland, District of Columbia, Virginia, West Virginia, North Carolina, South Carolina, Georgia, Florida","Employed, working full-time",35 - 44,"Yes, and I'm not sorry.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 13:32:00,29Mar2020 13:38:00,IP Address,100,395,TRUE,29Mar2020 13:38:00,R_1Fg5aV7t5i6F6V3,anonymous,EN,I promise not to search the internet for answer to this survey.,16.919,342.196,343.77,44,7,10ft,160 degrees,Maurice Sendak,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Mercury,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Moderately challenging,Master's degree,Male,A little more stressed,"$200,000 +","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 14:07:00,29Mar2020 14:25:00,IP Address,100,1094,TRUE,29Mar2020 14:25:00,R_2eOku4JfSnIKL6Y,anonymous,EN,I promise not to search the internet for answer to this survey.,20.496,1002.453,1003.35,75,7,10ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Rhode Island,Toyota,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Very challenging,Master's degree,Female,A little more stressed,"$75,000 - $99,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Not employed, NOT looking for work",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 14:20:00,29Mar2020 14:31:00,IP Address,100,659,TRUE,29Mar2020 14:31:00,R_1cSnHHIkHb5lc5A,anonymous,EN,I promise not to search the internet for answer to this survey.,10.392,542.392,543.314,46,7,10ft,180 degrees,Maurice Sendak,Kills,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Toyota,60,Uranium Dioxide,Calmly he warned her that be quiet or else he will have to shoot her.,144,Very challenging,4 year degree,Male,A lot more stressed,"$100,000 - $124,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 14:33:00,29Mar2020 14:49:00,IP Address,100,932,TRUE,29Mar2020 14:49:00,R_1cRFkrmuzhKvyrF,anonymous,EN,I promise not to search the internet for answer to this survey.,3.782,824.088,825.343,70,7,10ft,180 degrees,Maurice Sendak,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Rhode Island,Bentley,60,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Extremely challenging,4 year degree,Female,A lot more stressed,"$100,000 - $124,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 15:13:00,29Mar2020 15:22:00,IP Address,100,536,TRUE,29Mar2020 15:22:00,R_2e2t91cHk4mHwPY,anonymous,EN,I promise not to search the internet for answer to this survey.,8.924,467.352,468.193,40,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Mercury,64,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Very challenging,4 year degree,Female,A lot more stressed,"$125,000 - $149,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 16:40:00,29Mar2020 17:05:00,IP Address,100,1524,TRUE,29Mar2020 17:05:00,R_3f1P8PL3NnDG2uB,anonymous,EN,I promise not to search the internet for answer to this survey.,12.178,1439.174,1439.962,37,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Mercury,48,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Very challenging,Master's degree,Male,A lot more stressed,"$50,000 - $74,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 17:38:00,29Mar2020 17:45:00,IP Address,100,424,TRUE,29Mar2020 17:45:00,R_C7uP8DDM0JVLWNP,anonymous,EN,I promise not to search the internet for answer to this survey.,30.227,343.259,344.445,129,7,10ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Mercury,60,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Slightly challenging,Master's degree,Male,A lot more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 23:33:00,29Mar2020 23:49:00,IP Address,100,987,TRUE,29Mar2020 23:49:00,R_NX4RtnTLv04f5hT,anonymous,EN,I promise not to search the internet for answer to this survey.,36.871,930.296,931.892,18,7,10ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, already with hospital costs of",Louis Cooper,24 horses and 50 humans,Maine,Mercury,84,,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Master's degree,Male,A little more stressed,"$100,000 - $124,999","Mountain - Montana, Idaho, Wyoming, Colorado, New Mexico, Arizona, Utah, Nevada","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
30Mar2020 6:14:00,30Mar2020 6:32:00,IP Address,100,1080,TRUE,30Mar2020 6:32:00,R_2atxT48UdJqxhiS,anonymous,EN,I promise not to search the internet for answer to this survey.,4.806,1003.741,1005.375,18,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Mercury,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Slightly challenging,Master's degree,Male,A lot more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
30Mar2020 7:26:00,30Mar2020 7:31:00,IP Address,100,300,TRUE,30Mar2020 7:31:00,R_2wo98l2TM01R5u8,anonymous,EN,I promise not to search the internet for answer to this survey.,5.146,240.147,241.972,17,7,10ft,180 degrees,Mary Shelley,Kills,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Acura,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Doctorate,Female,A lot more stressed,"$200,000 +","Southern Atlantic - Delaware, Maryland, District of Columbia, Virginia, West Virginia, North Carolina, South Carolina, Georgia, Florida","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
30Mar2020 5:45:00,30Mar2020 8:06:00,IP Address,100,8453,TRUE,30Mar2020 8:06:00,R_32PV1lVwzX7lDTx,anonymous,EN,I promise not to search the internet for answer to this survey.,2.948,309.197,310.192,29,7,12ft,120 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Bentley,48,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Very challenging,4 year degree,Female,A lot more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
29Mar2020 12:23:00,29Mar2020 12:23:00,IP Address,40,5,FALSE,30Mar2020 12:24:00,R_2diPOWbaEAFrlgC,anonymous,EN,I promise not to search the internet for answer to this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
30Mar2020 12:39:00,30Mar2020 12:44:00,IP Address,100,297,TRUE,30Mar2020 12:44:00,R_1QtNoyLgpteBlbz,anonymous,EN,I promise not to search the internet for answer to this survey.,4.371,241.798,243.262,34,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Toyota,64,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Very challenging,Doctorate,Female,A lot more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
30Mar2020 13:07:00,30Mar2020 13:13:00,IP Address,100,310,TRUE,30Mar2020 13:13:00,R_3pnEvb0UxUDEoDT,anonymous,EN,I promise not to search the internet for answer to this survey.,10.708,247.787,248.681,43,7,12ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",,24 horses and 50 humans,Maine,Toyota,64,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Very challenging,Master's degree,Male,A lot more stressed,"$9,999 - $24,999","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",18 - 24,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
30Mar2020 18:03:00,30Mar2020 18:08:00,IP Address,100,308,TRUE,30Mar2020 18:08:00,R_D5Wp8FkMIseZcUV,anonymous,EN,I promise not to search the internet for answer to this survey.,2.652,263.331,263.954,30,7,11ft,180 degrees,Charles Dickens,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Acura,64,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Female,A little more stressed,Prefer not to say,"New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",18 - 24,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
31Mar2020 11:24:00,31Mar2020 11:57:00,IP Address,100,1934,TRUE,31Mar2020 11:57:00,R_1NDQqPIa6kyvpWa,anonymous,EN,I promise not to search the internet for answer to this survey.,52.387,1415.752,1416.806,19,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Mercury,60,Methane,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Moderately challenging,Master's degree,Male,A lot more stressed,Prefer not to say,"Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",45 - 54,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
31Mar2020 13:06:00,31Mar2020 13:49:00,IP Address,100,2605,TRUE,31Mar2020 13:49:00,R_85I5dlEFS0rybHX,anonymous,EN,I promise not to search the internet for answer to this survey.,10.555,819.926,830.638,32,7,11ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Toyota,60,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,4 year degree,Male,A little more stressed,"$100,000 - $124,999","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
